"","text","is_kelas"
"383.content","jokowi nambah tahun tahun depan sekolah masuk jam subuh pulang jam malam ajar lonte",2
"384.content","jokowi kalah pilpres strategi",1
"385.content","video tanya warga soal tdl jokowi pergi lalu",1
"386.content","jelang datang jokowi panser paspampres siaga dpr",0
"387.content","gelontor impor petan jerit harga jual garam anjlok jokowi lupa janji saat capres",1
"388.content","semua akibat jokowi pro china pki sehingga semua sembrawut gaduh",1
"389.content","puan damping jokowi pilpres",0
"390.content","khofifah hadap jokowi soal pilgub jatim",0
"391.content","jokowi sudah mulai gerilya manfaat golkar",0
"392.content","jual buku surat buka kepada pemilih jokowi dunia",0
"393.content","jokowi malah bisu saat rakyat kecil jerit minta tarif dasar listrik turun",1
"394.content","jangan tangkap ya rakyat marah wajar dia punya negara tidak mampu ring susah apalagi sejahtera",1
"395.content","salah taruh pemerintahan adlh kasus novel mnangkap teroris sj kenapa tangkap serang novel tidak",1
"396.content","jokowi jk lebay prabowo hatta apa ada",1
"397.content","gagal tiga tahun jokowi memilihara optimisme",1
"398.content","akhir kemarin agustus bapak jokowi ketemu para juara finalis lomba masak ikan",0
"399.content","jokowi patok tumbuh ekonomi persen tahun depan",0
"400.content","tanya rakyat dlohom",1
"401.content","ayo lihat video jokowi langsung kabur saat suruh rakyat turun tarif dasar listrik baca",1
"402.content","video jokowi bungkam saat semprot rakyat depan kamera via berita kini",1
"403.content","bela umat tipu malah bela bos nipu",1
"404.content","delapan tokoh terima tanda hormat presiden jokowi",0
"405.content","jokowi cicip botok ikan buat menang lomba masak ikan nusantara",0
"406.content","soal pilgub jatim khofifah siap sowan presiden jokowi",0
"407.content","om rencana rezim om ingin bunuh rakyat miskin jakarta hanya demi aseng om masih bangsa indonesia",1
"408.content","pemimpin suka ingkar tidak amanah bikin rakyat derita bapak",1
"409.content"," hanya contoh bro mimpi apa ya punya pemimpin ora tegas plin plan",1
"410.content","presiden jokowi cari jago masak ikan saji hut indonesia istana",0
"411.content","rencana maju pilkada jatim khofifah masih tunggu belum lapor presiden jokowi",0
"412.content","isu reshuffle pan pasti asman setia jokowi",0
"413.content","tengah salam rakyat pinggir jalan presiden jokowi malah bisu saat rakyat kecil",1
"414.content","sumringah jokowi cicip makan para jawara lmin",0
"415.content","strategi jokowi bangun indonesia tuju bangsa rp by asyari usman badan pusat statistik bps belum",1
"416.content"," kondisi ipoleksosbud terus buruk apa harap presiden jokowi cuma orang bayar masih puja sana sini",1
"417.content","presiden jokowi kukuh anggota paskibraka",0
"418.content","sejumlah paskibraka laku wefie sama usai kukuh oleh presiden selamat jalan tugas",0
"419.content","moga rakyat indonesia sadar tidak milih jokowi partai dukung pdip golkar nasdem hanura",1
"420.content","kayak jokowi pilih ujung nyesel",1
"421.content","penyampian kinerja presiden",0
"422.content","anjuran bapak jokowi sangat istimewa ingat tahun merdeka r",0
"423.content","hari jokowi pidato kali sidang tahun mpr dpr dpd",0
"424.content","heboh tengah ramai datang jokowi pria malah minta turun harga listrik lalu",1
"425.content","jokowi bungkam saat todong rakyat turun harga depan kamera lalu",1
"426.content","tokoh masyarakat solo desak jokowi mundur",1
"427.content","presiden jokowi persinas asad kuat karakter bangsa",0
"428.content","jokowi minta indonesia tidak hanya jual kopi namun pasok barista value added",0
"429.content","putra papua asli jayapura ajudan jokowi",0
"430.content"," jurnalis jadi politis benar najwa shihab boyong kabinet jokowi ikut wawancara via",0
"431.content","untung fikri erdiansyah lafinia annisa paskibra asal riau disambangi presiden jokowi meja makan",0
"432.content"," ikon jakarta jokowi resmi simpang susun semanggi agustus",0
"433.content","soal pilgub jatim khofifah ikut putus jokowi",0
"434.content","golkar nilai logis jika jokowi berik kursi",0
"435.content","parah kepemimpinan",1
"436.content","tanya tentang tdl oleh rakyat jokowi bungkam",1
"437.content","relawan jokowi gelar silahturahim nasional",0
"438.content","via jokowi sangat mungkin kandas pilpres",1
"439.content","harus mikir ada rakyat kamu kata ngamali pancasila",1
"440.content","lebih baik mundur aj tidak usah sampai",1
"441.content","udeh bapak mundur aj tidak becus entebngurus negara",1
"442.content","masyarakat tidak puas kinerja jokowi",1
"443.content","cara jokowi poles industri kopi lokal",0
"444.content","tanggal ayo kita datang rame istana merdeka slrh juru indonesia buat minta pertanggungjawaban atas janji kampanye",1
"445.content","jokowi pedas cicip masak juara lomba masak ikan nusantara",0
"446.content"," lukis tulis didik ini tokoh tokoh terima bintang hormat jokowi",0
"447.content","presiden r cicip menu hasil kreasi para juara finalis lomba masak nusantara istana merdek",0
"448.content","icw dpt brp t dadak buzzer jokowi",1
"449.content","pidato negara presiden jokowi gedung dpr warna aksi demo ribu",1
"450.content","sambut presiden jokowi dpd r telah siap pawang hujan",0
"451.content","taufik sebut naik anggar dpr tunggu pidato presiden jokowi",0
"452.content","masih ngaku partai wong cilik rakyat tidak bodoh cuma rezim subsidi kurang harga roket",1
"453.content","jokowi ingin kopi nusantara dunia",0
"454.content","presiden ingat potensi ikan saat bertemu menang lomba masak ikan nusantara",0
"455.content","kpai minta jokowi tegas kait kontroversi bijak lima hari sekolah",0
"456.content","lelah jokowi rakyat kirim surat buka lengkap ikut identitas",1
"457.content","ekonomi buruk jokowi harus reshuffle tim ekonomi kabinet mandul rusak",1
"458.content","buat apa paling janji kemudian mangkrak",1
"459.content","politik pancasila sudah masuk waktu mundur",1
"460.content"," baru kata mslah satu kita sj jkw lambat",1
"461.content"," ingin sampa istri novel aniessandi jika bertemu presiden jokowi",0
"462.content","jokowi undang gandrung banyuwangi hut r",0
"463.content","mohon pikir kalimat belum diposting masa kelas presiden begini kalimat",1
"464.content","pandu presiden pramuka wadah kreativitas generasi milenial",0
"465.content","jokowi lama sekolah hari sila lanjut",0
"466.content","sama majelis konghucu indonesia jokowi bahas masalah bangsa",0
"467.content","bagus bapak miskin tang tingkat",1
"468.content","giat jokowi hari tinjau lomba masak hingga kukuh paskibraka",0
"469.content","jokowi larang hoax amat seword biar arti jokowi ambigu baca",1
"470.content","temu jokowi tokoh khonghucu bicara pancasila",0
"471.content"," jokowi jk penuh janji kampanye tidak neko musuh ormas umat pasti berkah",1
"472.content","jokowi rote bima",0
"473.content"," memang ya kepemimpinan anda sunggu mancka mincli mencle tidak tegas ngawur bikin semrawut",1
"474.content","jokowi nilai belum pihak buruh",1
"475.content","aksi gokil bapak jokowi saat senam pagi bikin ngakak lalu",0
"476.content","jokowi harus direshuffle",1
"477.content","jokowi minta paket bijak luncur setelah agustus",0
"478.content"," hongkong patung jokowi rupa pantas belio ngotot pasang badan bela patung dewa perang cina tuban",1
"479.content","golkar yakin jokowi tidak sedang evaluasi airlangga",0
"480.content","jokowi gerak pramuka jangan jebak cara monoton",0
"481.content","bertemu jokowi majelis tinggi khonghucu bahas pancasila",0
"482.content","pribumi budak neger sendiri oleh usaha cina bapak",1
"483.content","tragis nawa cita jokowi mati suri tang sri mulyani",1
"484.content","jokowi tidak berani pangkas anggar dpr mpr dia lemah tidak kredibel tidak hasil",1
"485.content","mana nurani bapak jokowi tarif listrik cekik rakyat",1
"486.content","jika jokowi menang situasi tidak jadi lebih baik belum percaya hal buruk depan",1
"487.content","milih joko widodo milih megawati",1
"488.content","saran saya bapak buat putus tegas hukum tegas bapak boleh atau tidak bukan fleksibel",1
"489.content","jokowi kejut tonton festival we the fest lalu",0
"490.content","warga lapor jokowi jaksa agung",1
"491.content","langkah langkah rezim jokowi jual nkri kepada jajah",1
"492.content","usai hut r jokowi luncur paket ekonomi xvi",0
"493.content","jokowi adalah presiden raja ngutang punya janji kampanye tidak mau ngutang cebong sadar",2
"494.content","kapal selam beli jam sby sudah sampai cebong pasti klaim beli bapak beli singanu pempek kapal lem kali",2
"495.content"," para cebong seluruh dunia bantuin nyungsep mulu tiap polling",2
"496.content","kodok jokowi sakit an stres gegara cebong sayang tidak bsa akting tipi krna harus pura mako ya",2
"497.content","heran lihat para cebong ni saya yakin kalian kristen radikal benar",2
"498.content","emang cebong spt lo pungut jamban kerjax jilat pantat kuasa",2
"499.content","andai dekat rakyat forbes bakal babak belur sosmed sayang dekat cuma cebong otak sengklek",2
"500.content","baru kali saya lihat cebong bilang tong sampah boleh saya iyain",2
"501.content","laku dukung trump dah kaya cebong jokowi sini berani omong tidak suka pergi lo indonesia wni oposisi",2
"502.content","saya tidak punya majikn kyk cebong majikanny kodok bangkong bisa planga plongo mencla mencle nama sudah rusak kalian nangis darah gih",2
"503.content"," buat rusak antek komunis pki kyk cebong laknat sebar hoax tanpa sadar sudah rusak nkri saya cmn bela tanah air saya tidak bela siapa",2
"504.content","tidak ngaruh kamu bilang antek komunis kalian sebut tidak ngaruh memang cebong comberan tidak martabat kl tidak dungu mgkn dah mati duluan kalian",2
"505.content","maha suci jokowi cebong hanya dunia maya mereka dukung segala bijak masuk naik dunia nyata ratap nasib",2
"506.content","bagi para pndukung kodok cebong pasti risih panas klojotan baca bully sprti memeng tuju kami masuk anda mngkin",2
"507.content","cebong jokowi kalah debat langsung ngeblok baca komen orang atas berita tempo didik mrk mngkn lbh rendah mu tidak tolol mu",2
"508.content","cebong jokowi ahokdjarot jual cuma sara tidak laku jual mereka bukan nuduh orang lain sara",2
"509.content"," bahan renung maksud tampar buat hamba jokowi ahoker para cebong",2
"510.content","sakit cebong tidak sembuh masih bius infrastruktur jokowi entah mana infrasruktur dibanggain mana tahun",2
"511.content"," hbt rezim urus cukong super cepat urus rakyat kecil harus banyak sabar",2
"512.content","mulai dah instruksi bodoh bangsa pilih bijak untung cukong",2
"513.content","tuju infrastruktur rakyat tuju infrastruktur para cukong cocok kam rasa bung",2
"514.content","tipu apalagi bapak atas nama rakyat main gusur ujung para cukong biadab",2
"515.content","jongos cukong aseng percaya dosa dulu milih dia sekarang apa dia buat rakyat khianat",2
"516.content"," sudah konfirmasi ya bahwa rezim zholim jongos aseng cukong reklamasi semua janji manis kampanye jkw trnyata cuma kibul",2
"517.content","jokowi hasil bawa petan nelayan kita jadi keset cukong cukong impor",2
"518.content","pulau palsu meikarta patung dewa perang hanya jam jokowi cukong bebas bangun tanpa ijin luh pikir tanah nenek luh",2
"519.content","brace yourself semua media televisi berita mulia ayam kokok sampai ayam ngandang hedop cukong",2
"520.content","jokowi napsu kejar dana diam hanya cukong nyenengin babu cebong buat klaim",2
"521.content"," make tabung haji umat islam mending kejar duit garong kakap blbi cukong cina khianat nkri",2
"522.content","proyek meikarta pulau reklamasi dki manampung juta rakyat china bayang orang kafir tidak kenal kompromi bunuh orang tidak senjata",2
"523.content","kerja cuma jongos china presiden boneka as n rrc bisa nyalahin rakyat dia sendiri hipokrit komprador",2
"524.content","jokowi jongos aseng asing kenetakkeprukbotococote",2
"525.content","jokowi jongos cina babi",2
"526.content","junjung kamu ngembat duit negara triliun kamu mingkem ngkoh dasar jongos garong blbi khianat bangsa negara indonesia",2
"527.content","jokower kecibongs ahoker taikers jokowi dusta bukti jongos cina tiongkok",2
"528.content","grup saracen bela nista agama jongos cina komunis saracen koplak wakakak",2
"529.content","rezim jongos cina daya rusak makin liar",2
"530.content","sejak jadi saya yakin pdip adlh partai cukong jongos",2
"531.content","jongos aseng itu sedang tunjuk oleh rezim zholim takut kritik borok bobrok sudah kasat mata mpr",2
"532.content","media jongos jokowi tidak henti buat berita bohong rias jokowi",2
"533.content","muke jongos citrain pangeran kodok",2
"534.content","diktator jokowi jongos organisasi nu a genosida nguik nguik jual koyok dia bukan memghapus kolom agama ktp",2
"535.content"," jongos cina tidak mungkin dia berani warga cina komunis",2
"536.content","sudah coret pribumi jongos cina pribumi butuh pemimpin jujur tegas tidak",2
"537.content","tito hanya pion jokowi boneka jongos cina tanpa daya bila hadap tuan neger memang neger dagel",2
"538.content","partai dinasti pdi p ira tukang kibul jokowi bakal tugas partai kecele jokowi nyata jongos organisasi jagal manusia nu",2
"539.content"," ingin habis islam pasti non muslim muslim ky said aqil n menteri agama hanya jongos kontrak",2
"540.content","iya rindu manusia sperti kamu grombolan nista agama para kaum kafir harbi kaum munafik cacing ding dah modar",2
"541.content","sadar pribumi muslim kaum jajah cina kafir komunis sudah depan mata tang para penghianat bangsa sudah sangat banyak",2
"542.content","hebat bikin patung mrk pikir indon propinsi cina kafir komunis bebas bikin patung mana mrk mau sadar pribumi muslim",2
"543.content","koruptor kafir anak buah",2
"544.content","copot lambang kabah kalian bela jokowi kafir ahokdjarot jungkir balik",2
"545.content","jokowi keren ya sudah kafir cina pki liberal komunis sekarang nambah diktator",2
"546.content","peduli setan apa kamu yakin kamu umat islam tidak brani mlawan pki krempeng dongo mk kamu pasti ekor nu anjing sunni kafir",2
"547.content","kolaborasi kaum kafir n munafikun tlh buat indonesia goyah",2
"548.content"," saya dikatain akun curut para cebong dukung jokowi ahokdjarot pe gpp curut jauh lebih baik daripada kafir munafik",2
"549.content","jokowi memang dajal",2
"550.content","boleh p jokowi kuasa wewenang jendral buat ibu mega via siluman dajal gitu x",2
"551.content","cebong cebong dajal kelojot",2
"552.content","ibu jokowi babi ibu jokowi anjing ibu jokowi lonte baru hina paham belum anjing jokowi",2
"553.content","terla natlah anjing bangsat muka tembok jatuh harkat martabat bangsa kami tolol",2
"554.content"," anjing sdg sibuk bikin jalan lancar ngantarkan mayat saat mau kubur nanti",2
"555.content","mampus kamu anjing",2
"556.content","anjing julurin lidah buat jilat majikan najis bohong buat hibur rakyat dukung omong kosong",2
"557.content","apa laku anjing selalu halang jangan dukung tanda bhw kita rakyat tidak tuju",2
"558.content","polisi anjing anjing benar binatang tidak layak maaf",2
"559.content","otak kamu isi berak anjing",2
"560.content","jokowi emg bangsat bikin susah rakyat kecil muluk pantas anjing anjingin rakyat",2
"561.content"," bagus nyadar sori tidak maaf bagi anjing baik dunia apalagi akhirat",2
"562.content"," hny abdi anjing dongo mulai sandiwara bikin panitia seleksi sandiwara proses seleksi dst",2
"563.content","rezim jokowi rezim anjing laku bijak biadap seperti pki",2
"564.content","jokowi menye menye muka klemer gitu ngaku tegas ndesoooo woi sudah potong kuping belum anjing",2
"565.content","yap jokowi diktator banding sby cuma onggok tai anjing",2
"566.content","gizi bangsa tidak kembang tambah parah jokowi buat kurang mampu tambah larat anjing anjing anjing",2
"567.content","sbenarny fakta soalny waktu mulai jabat dongo pesan otak lewat online tipu dpt otak anjing",2
"568.content"," anjing adalah agen resmi cina anjing indonesia misi besar menjdkan indonesia mjd indocina",2
"569.content","atau seperti tempo hari lempar batu sembunyi tang dasar banci ragunan anjing bukan saya bukan saya",2
"570.content","dampak program hebat taik anjing pki krempeng dongo",2
"571.content","nu anjing polisi anjing anjing luhut panjaitan anjing sri mulyani anjing wiranto anjing kamu anjing",2
"572.content","ya iya cina anjing turun presiden indonesia mknya belagu",2
"573.content"," benar banget apa kata presiden cuma ekor pki anjing dongo",2
"574.content"," momentum anjing krempeng dongo lihat wajah asli tipu kpd rakyat indonesia",2
