"","text","is_kelas"
"356.content","kami sekolah bapak bukan kerja kami jarang punya waktu sama keluarga habis pulang sekolah malam kerja tugas rumah",FALSE
"357.content","ikut doa lengkap tifatul sembiring viral doa gemuk jokowi lewat",FALSE
"358.content","pidato jokowi tidak realistis tidak bosen ya php rakyat janji muluk slalu meleset",TRUE
"359.content","haris azhar dulu jokowi konsisten konsisten tiada ham indonesia",TRUE
"360.content","akibat krisis ekonomi krisis mental era jokowi anak kecil stress",TRUE
"361.content","apakah nama revolusi mental",TRUE
"362.content","tanggap pidato ekonomi jokowi dpr fadli zon tidak suai realita abang joko masih php rakyat",TRUE
"363.content","bagaimana gua mau suka pemerintahan sekarang jika jokowi hanya orang presiden boneka kerdil dng juluk kerempeng oleh majikan",TRUE
"364.content","tidak bahas kasus ham pidato negara aktivis presiden jokowi konsisten tidak indah konstitusi",TRUE
"365.content","elemen masyarakat sebut tuntas kasus ham era jokowi jeblok pic twitter com ofpribmie",TRUE
"366.content","ketua mpr komentar pakai adat jokowi jk",FALSE
"367.content","soal hukum ham haris duga jokowi tidak pernah baca nawacita",TRUE
"368.content","gerindra nilai pidato ekonomi jokowi tidak suai lapang",TRUE
"369.content","makin terang siapa benar jokowi tito jaksa agung orang ustadz ungkap bahaya pki malah tangkap waras",TRUE
"370.content","fadli zon sebut pidato jokowi kosong tidak suai fakta lapang",TRUE
"371.content"," fc pemerintah pasti tambah anggar bagi dpr fc tuntas kasus munir rezim jokowi malu",TRUE
"372.content","ya ajaranya partai sapi memang demikian tidak dpat jatah",TRUE
"373.content","kepada dubes as jokowi undang trump indonesia",FALSE
"374.content","jokowi janji tahun depan tidak tambah hutang negara",FALSE
"375.content","istri munir tiga tahun jokowi gagal mau milih ogah",TRUE
"376.content","jokowi naik jet mewah media indonesia impoten",TRUE
"377.content","presiden jokowi ibu negara juri lomba masak ikan",FALSE
"378.content","subuh msjd sampai juz moga rkyt ind pilih presiden baru jangan jokowi pdip cs makanya uni kmrn saya tidak diem",TRUE
"379.content","jangan kaget bro citra citra pencitraannn",TRUE
"380.content","kata kata kunci pidato tahun jokowi",FALSE
"381.content","presiden jokowi pimpin malam renung suci laksana tmp kalibata",FALSE
"382.content","kontol tunduk pki planga plongo tumbang",TRUE
"383.content","jokowi nambah tahun tahun depan sekolah masuk jam subuh pulang jam malam ajar lonte",TRUE
"384.content","jokowi kalah pilpres strategi",TRUE
"385.content","video tanya warga soal tdl jokowi pergi lalu",TRUE
"386.content","jelang datang jokowi panser paspampres siaga dpr",FALSE
"387.content","gelontor impor petan jerit harga jual garam anjlok jokowi lupa janji saat capres",TRUE
"388.content","semua akibat jokowi pro china pki sehingga semua sembrawut gaduh",TRUE
"389.content","puan damping jokowi pilpres",FALSE
"390.content","khofifah hadap jokowi soal pilgub jatim",FALSE
"391.content","jokowi sudah mulai gerilya manfaat golkar",FALSE
"392.content","jual buku surat buka kepada pemilih jokowi dunia",FALSE
"393.content","jokowi malah bisu saat rakyat kecil jerit minta tarif dasar listrik turun",TRUE
"394.content","jangan tangkap ya rakyat marah wajar dia punya negara tidak mampu ring susah apalagi sejahtera",TRUE
"395.content","salah taruh pemerintahan adlh kasus novel mnangkap teroris sj kenapa tangkap serang novel tidak",FALSE
"396.content","jokowi jk lebay prabowo hatta apa ada",TRUE
"397.content","gagal tiga tahun jokowi memilihara optimisme",TRUE
"398.content","akhir kemarin agustus bapak jokowi ketemu para juara finalis lomba masak ikan",FALSE
"399.content","jokowi patok tumbuh ekonomi persen tahun depan",FALSE
"400.content","tanya rakyat dlohom",TRUE
"401.content","ayo lihat video jokowi langsung kabur saat suruh rakyat turun tarif dasar listrik baca",TRUE
"402.content","video jokowi bungkam saat semprot rakyat depan kamera via berita kini",TRUE
"403.content","bela umat tipu malah bela bos nipu",TRUE
"404.content","delapan tokoh terima tanda hormat presiden jokowi",FALSE
"405.content","jokowi cicip botok ikan buat menang lomba masak ikan nusantara",FALSE
"406.content","soal pilgub jatim khofifah siap sowan presiden jokowi",FALSE
"407.content","om rencana rezim om ingin bunuh rakyat miskin jakarta hanya demi aseng om masih bangsa indonesia",TRUE
"408.content","pemimpin suka ingkar tidak amanah bikin rakyat derita bapak",TRUE
"409.content"," hanya contoh bro mimpi apa ya punya pemimpin ora tegas plin plan",TRUE
"410.content","presiden jokowi cari jago masak ikan saji hut indonesia istana",FALSE
"411.content","rencana maju pilkada jatim khofifah masih tunggu belum lapor presiden jokowi",FALSE
"412.content","isu reshuffle pan pasti asman setia jokowi",FALSE
"413.content","tengah salam rakyat pinggir jalan presiden jokowi malah bisu saat rakyat kecil",TRUE
"414.content","sumringah jokowi cicip makan para jawara lmin",FALSE
"415.content","strategi jokowi bangun indonesia tuju bangsa rp by asyari usman badan pusat statistik bps belum",FALSE
"416.content"," kondisi ipoleksosbud terus buruk apa harap presiden jokowi cuma orang bayar masih puja sana sini",TRUE
"417.content","presiden jokowi kukuh anggota paskibraka",FALSE
"418.content","sejumlah paskibraka laku wefie sama usai kukuh oleh presiden selamat jalan tugas",FALSE
"419.content","moga rakyat indonesia sadar tidak milih jokowi partai dukung pdip golkar nasdem hanura",TRUE
"420.content","kayak jokowi pilih ujung nyesel",TRUE
"421.content","penyampian kinerja presiden",FALSE
"422.content","anjuran bapak jokowi sangat istimewa ingat tahun merdeka r",FALSE
"423.content","hari jokowi pidato kali sidang tahun mpr dpr dpd",FALSE
"424.content","heboh tengah ramai datang jokowi pria malah minta turun harga listrik lalu",TRUE
"425.content","jokowi bungkam saat todong rakyat turun harga depan kamera lalu",TRUE
"426.content","tokoh masyarakat solo desak jokowi mundur",TRUE
"427.content","presiden jokowi persinas asad kuat karakter bangsa",FALSE
"428.content","jokowi minta indonesia tidak hanya jual kopi namun pasok barista value added",FALSE
"429.content","putra papua asli jayapura ajudan jokowi",FALSE
"430.content"," jurnalis jadi politis benar najwa shihab boyong kabinet jokowi ikut wawancara via",FALSE
"431.content","untung fikri erdiansyah lafinia annisa paskibra asal riau disambangi presiden jokowi meja makan",FALSE
"432.content"," ikon jakarta jokowi resmi simpang susun semanggi agustus",FALSE
"433.content","soal pilgub jatim khofifah ikut putus jokowi",FALSE
"434.content","golkar nilai logis jika jokowi berik kursi",FALSE
"435.content","parah kepemimpinan",TRUE
"436.content","tanya tentang tdl oleh rakyat jokowi bungkam",TRUE
"437.content","relawan jokowi gelar silahturahim nasional",FALSE
"438.content","via jokowi sangat mungkin kandas pilpres",TRUE
"439.content","harus mikir ada rakyat kamu kata ngamali pancasila",TRUE
"440.content","lebih baik mundur aj tidak usah sampai",TRUE
"441.content","udeh bapak mundur aj tidak becus entebngurus negara",TRUE
"442.content","masyarakat tidak puas kinerja jokowi",TRUE
"443.content","cara jokowi poles industri kopi lokal",FALSE
"444.content","tanggal ayo kita datang rame istana merdeka slrh juru indonesia buat minta pertanggungjawaban atas janji kampanye",TRUE
"445.content","jokowi pedas cicip masak juara lomba masak ikan nusantara",FALSE
"446.content"," lukis tulis didik ini tokoh tokoh terima bintang hormat jokowi",FALSE
"447.content","presiden r cicip menu hasil kreasi para juara finalis lomba masak nusantara istana merdek",FALSE
"448.content","icw dpt brp t dadak buzzer jokowi",TRUE
"449.content","pidato negara presiden jokowi gedung dpr warna aksi demo ribu",TRUE
"450.content","sambut presiden jokowi dpd r telah siap pawang hujan",FALSE
"451.content","taufik sebut naik anggar dpr tunggu pidato presiden jokowi",FALSE
"452.content","masih ngaku partai wong cilik rakyat tidak bodoh cuma rezim subsidi kurang harga roket",TRUE
"453.content","jokowi ingin kopi nusantara dunia",FALSE
"454.content","presiden ingat potensi ikan saat bertemu menang lomba masak ikan nusantara",FALSE
"455.content","kpai minta jokowi tegas kait kontroversi bijak lima hari sekolah",FALSE
"456.content","lelah jokowi rakyat kirim surat buka lengkap ikut identitas",TRUE
"457.content","ekonomi buruk jokowi harus reshuffle tim ekonomi kabinet mandul rusak",TRUE
"458.content","buat apa paling janji kemudian mangkrak",TRUE
"459.content","politik pancasila sudah masuk waktu mundur",TRUE
"460.content"," baru kata mslah satu kita sj jkw lambat",TRUE
"461.content"," ingin sampa istri novel aniessandi jika bertemu presiden jokowi",FALSE
"462.content","jokowi undang gandrung banyuwangi hut r",FALSE
"463.content","mohon pikir kalimat belum diposting masa kelas presiden begini kalimat",TRUE
"464.content","pandu presiden pramuka wadah kreativitas generasi milenial",FALSE
"465.content","jokowi lama sekolah hari sila lanjut",FALSE
"466.content","sama majelis konghucu indonesia jokowi bahas masalah bangsa",FALSE
"467.content","bagus bapak miskin tang tingkat",TRUE
"468.content","giat jokowi hari tinjau lomba masak hingga kukuh paskibraka",FALSE
"469.content","jokowi larang hoax amat seword biar arti jokowi ambigu baca",TRUE
"470.content","temu jokowi tokoh khonghucu bicara pancasila",FALSE
"471.content"," jokowi jk penuh janji kampanye tidak neko musuh ormas umat pasti berkah",TRUE
"472.content","jokowi rote bima",FALSE
"473.content"," memang ya kepemimpinan anda sunggu mancka mincli mencle tidak tegas ngawur bikin semrawut",TRUE
"474.content","jokowi nilai belum pihak buruh",TRUE
"475.content","aksi gokil bapak jokowi saat senam pagi bikin ngakak lalu",FALSE
"476.content","jokowi harus direshuffle",TRUE
"477.content","jokowi minta paket bijak luncur setelah agustus",FALSE
"478.content"," hongkong patung jokowi rupa pantas belio ngotot pasang badan bela patung dewa perang cina tuban",TRUE
"479.content","golkar yakin jokowi tidak sedang evaluasi airlangga",FALSE
"480.content","jokowi gerak pramuka jangan jebak cara monoton",FALSE
"481.content","bertemu jokowi majelis tinggi khonghucu bahas pancasila",FALSE
"482.content","pribumi budak neger sendiri oleh usaha cina bapak",TRUE
"483.content","tragis nawa cita jokowi mati suri tang sri mulyani",TRUE
"484.content","jokowi tidak berani pangkas anggar dpr mpr dia lemah tidak kredibel tidak hasil",TRUE
"485.content","mana nurani bapak jokowi tarif listrik cekik rakyat",TRUE
"486.content","jika jokowi menang situasi tidak jadi lebih baik belum percaya hal buruk depan",TRUE
"487.content","milih joko widodo milih megawati",TRUE
"488.content","saran saya bapak buat putus tegas hukum tegas bapak boleh atau tidak bukan fleksibel",TRUE
"489.content","jokowi kejut tonton festival we the fest lalu",FALSE
"490.content","warga lapor jokowi jaksa agung",TRUE
"491.content","langkah langkah rezim jokowi jual nkri kepada jajah",TRUE
"492.content","usai hut r jokowi luncur paket ekonomi xvi",FALSE
